yearpublished,average
2014,7.25807
2012,7.52888
2014,8.005889999999999
2012,5.9587900000000005
1977,6.6028
2009,5.20141
2017,7.64469
2016,6.857060000000001
1993,4.9945
2001,5.39125
2013,5.3375
2021,7.2795
2019,6.856310000000001
2010,7.7055
2013,5.76466
2008,6.575139999999999
2018,5.30071
2018,6.93802
2018,6.16131
2015,8.06188
2021,6.83621
2015,6.955
2002,5.19494
2003,6.801189999999999
2021,7.2975699999999994
2015,6.54094
1994,5.36163
2020,7.19285
1999,5.28281
2015,6.911760000000001
2019,6.48244
2021,7.022810000000001
2006,5.83868
1950,5.40126
2014,6.27314
1991,7.20755
2019,7.000710000000001
1989,6.22516
1990,5.28124
2021,7.853789999999999
1965,5.29371
2006,7.18346
2016,6.4105
2011,7.541910000000001
2015,5.7673
2005,6.050680000000001
2013,7.3452399999999995
2016,7.30094
2012,6.09811
2003,3.62755
2011,7.06962
2013,5.43027
2015,6.933910000000001
1986,7.115410000000001
1975,6.25535
1993,7.11447
2017,6.05384
2012,4.9717
1998,6.00579
2018,7.142930000000001
2019,6.7271600000000005
1980,5.99635
2019,7.58893
2019,6.62107
2003,7.32954
2007,5.91558
2011,5.69766
2016,6.46972
2012,6.1020900000000005
2015,6.05527
1987,5.45786
1964,4.625
2022,2.91335
2013,5.5526599999999995
2012,6.4231
1997,7.24747
2018,7.40873
2020,8.47899
2006,6.03639
2006,6.557580000000001
2021,7.669860000000001
1989,7.07595
2018,6.09949
1996,7.55728
2016,6.15599
2018,7.2557
2017,5.40411
2019,8.157910000000001
1990,6.020569999999999
2010,4.97253
1999,5.92804
2020,6.63915
2018,7.85285
2014,5.456169999999999
2020,7.9592
2011,5.40595
2001,7.2835399999999995
2011,6.639889999999999
2013,6.07293
2021,6.7434199999999995
2000,6.75732
2005,5.505319999999999
2003,6.98025
2012,5.46877
1987,5.87962
2015,6.8381300000000005
2018,6.40987
2016,6.821969999999999
1992,6.4535
2018,6.73268
2018,7.98153
1998,5.4465
1999,6.0121
2000,5.47117
2001,5.3615900000000005
2012,5.92594
1981,6.58185
1993,6.37707
1986,5.39299
2015,6.16484
1972,5.78503
2019,6.43389
1968,4.328180000000001
2014,6.3057300000000005
1952,5.58496
2011,6.57032
2015,5.6645
2006,6.7286600000000005
1981,6.7879
2016,6.52618
2016,6.04739
2020,6.57827
2012,5.73719
2016,5.75783
2012,6.684260000000001
1992,7.183330000000001
1999,6.16218
2003,6.55385
1990,6.12179
2018,6.2962
2021,7.112419999999999
2018,6.808330000000001
2000,6.643269999999999
2012,6.03519
2016,5.89955
2021,7.4912
2010,7.52641
2016,6.85573
2019,8.21785
1974,6.36667
2008,6.73654
2018,7.23205
2017,6.15
2021,6.48115
2009,5.59103
2009,5.5923099999999994
1980,6.46256
2014,6.28101
2018,6.28774
1978,6.85288
2015,6.72788
2017,6.24469
2018,7.601539999999999
2012,5.6329
1981,5.76065
2020,7.93205
2010,6.70516
2016,6.038130000000001
2007,5.61336
2007,5.487769999999999
1981,6.2032300000000005
2019,6.97542
1985,5.76065
2018,6.675269999999999
2012,7.7041699999999995
1983,5.293159999999999
2005,5.92871
2021,7.02937
2020,7.184939999999999
2016,6.475
2000,4.03184
2004,7.4471
2012,6.26832
2007,5.37381
2005,5.68916
2020,6.93151
2011,5.02447
2001,6.91435
2018,6.38161
2018,7.289739999999999
2010,5.32839
2015,6.25813
2021,7.02942
2009,5.2596099999999995
1984,6.64578
2006,5.57597
2019,8.32893
2012,6.91903
1992,4.83766
1974,7.01266
2004,6.72403
2018,6.30387
2019,7.517189999999999
2020,7.589289999999999
2014,6.811039999999999
2018,6.734089999999999
2009,5.47987
1979,6.16955
2016,5.51968
2000,5.60162
2021,7.893439999999999
2012,6.613639999999999
2012,6.37019
2017,6.9014
1999,4.715319999999999
2013,5.73565
2003,5.59481
2000,5.88891
2021,7.75128
1986,6.14675
2019,6.45578
2006,5.456230000000001
2007,6.1727300000000005
2013,5.17261
1978,7.264710000000001
1990,6.31993
2011,8.52367
2018,6.08791
2009,5.64706
2014,8.4157
1993,6.31895
2017,7.03529
2001,5.3444400000000005
2004,5.6559
2016,7.54818
2013,5.397419999999999
1997,6.15595
2016,7.666989999999999
2020,6.55157
2019,7.02433
2008,5.864380000000001
1995,7.13007
2008,5.96765
2015,6.3215699999999995
2017,6.57273
2001,5.6183
1981,6.42856
1984,6.97582
2014,5.28431
2016,6.70523
2016,6.34831
2010,4.98595
2014,5.706930000000001
2010,5.08614
2021,7.1138
2015,5.92985
1980,5.69386
1998,7.05425
1990,5.97516
2016,7.092110000000001
2003,5.73709
2016,5.01996
2021,7.5464
2016,5.22433
2019,6.7129
1998,6.5753
1974,5.48947
2009,6.01072
1991,5.81184
1987,4.54285
2000,7.99085
1978,5.92842
2016,7.0759
1983,5.39404
2016,7.56941
2021,8.09675
2019,6.40304
2020,7.170719999999999
2012,4.44605
2021,7.958819999999999
1980,5.83691
2005,6.58684
2019,8.51711
2020,7.54006
2019,5.01895
2020,6.286919999999999
1989,6.81663
2015,8.332889999999999
1981,5.64184
2017,6.75225
2015,7.49862
1977,6.05691
1978,5.31599
2021,7.3505899999999995
1980,6.14211
2016,6.54447
2014,5.95695
2018,5.90928
2021,7.4995899999999995
2014,6.472569999999999
2018,5.87373
2014,5.50507
2005,6.23691
2004,5.69172
1991,5.4440800000000005
2014,6.851319999999999
2015,7.20874
2015,6.192880000000001
2018,7.378539999999999
2020,8.86711
2016,6.54974
2018,6.86575
2018,5.99987
2018,5.3912
2018,5.45183
2012,5.45331
2005,5.50695
2016,7.21126
2017,6.71707
2015,6.25795
2011,6.101319999999999
2017,8.54079
2012,6.02185
2019,5.56827
2017,7.304239999999999
2004,5.222519999999999
1979,6.24437
2002,5.28974
2010,6.033440000000001
2005,6.883769999999999
2001,6.29185
2019,6.23736
1977,5.41755
2015,5.8529599999999995
2019,6.0858099999999995
2013,7.17616
2015,6.0157
2022,7.94262
1983,6.43642
1996,5.60732
2016,8.063419999999999
2007,3.9916699999999996
2014,6.836869999999999
2014,8.78167
2007,4.49967
2007,5.68
2016,6.58585
2016,6.2786
2003,6.42507
1994,6.719130000000001
2018,6.441669999999999
2009,5.268669999999999
2005,5.943
2018,6.9495
2018,6.459
2018,5.590730000000001
2006,5.90033
2001,5.77767
1972,6.72847
2015,6.53423
2017,6.64433
2014,6.10099
2009,7.32867
2017,6.55611
1976,6.006
2007,5.74089
2005,6.036490000000001
2003,5.918019999999999
1982,6.9387300000000005
2003,6.361669999999999
1986,5.03926
1961,5.679869999999999
2008,6.694
2012,7.178
1966,5.9008
2016,5.82673
2010,7.433330000000001
1994,6.18444
1982,5.45333
2012,6.24633
2008,6.412669999999999
2012,6.68566
2018,6.871569999999999
2015,6.401669999999999
2007,6.12933
2003,6.16467
2020,7.4303300000000005
2019,8.20134
1995,5.9530199999999995
2021,6.76777
2001,5.47315
2000,5.35101
1998,6.27517
2019,7.17554
2004,6.521809999999999
2001,7.119460000000001
2013,5.73658
2017,7.25537
1999,6.1562
1993,5.71611
2011,6.50101
2007,5.77302
2005,6.60268
1997,6.51711
2009,5.76474
2019,6.74966
2005,6.33286
1996,7.685569999999999
2012,5.9439
2013,6.58591
2007,6.834230000000001
1999,6.13926
2016,7.275589999999999
2011,7.39355
2019,6.40667
2007,6.19832
2015,5.71242
2020,6.77296
1997,7.429530000000001
2020,6.926419999999999
2014,6.17148
2017,8.27785
2013,7.31946
2008,6.2849
2015,5.59014
2001,6.15068
1992,5.66266
1981,5.61486
2006,5.63455
2007,5.58845
2018,6.42063
2007,6.23345
2019,6.16223
2021,7.16732
2017,6.27128
2016,6.75638
1978,6.01486
1991,5.36284
2019,7.849660000000001
1992,6.46858
2014,6.44838
2016,8.09189
2016,6.42581
1983,5.48514
2015,4.546819999999999
2006,5.88054
2005,4.94928
2016,6.117030000000001
2014,6.543830000000001
2017,6.57216
2015,6.721089999999999
2021,7.69262
2013,5.88689
2009,4.99466
2012,7.55541
1986,7.693239999999999
2016,5.8282300000000005
2010,6.15299
2009,7.695239999999999
1993,7.27075
2018,6.138780000000001
2004,7.4124
2019,6.77942
1954,6.39966
2008,7.46639
2015,6.604760000000001
1958,6.37755
2020,6.119730000000001
2018,6.9227
1992,4.543880000000001
2015,6.65422
2003,6.15068
2003,6.60014
2012,7.39762
2002,5.68231
2016,6.89871
2011,6.7182699999999995
2015,5.873880000000001
2009,6.21088
2017,6.365880000000001
2018,6.44946
2010,5.75234
2013,7.04626
2018,6.1675699999999996
2011,6.7476199999999995
2015,6.71184
2018,6.488980000000001
2007,6.85102
2014,6.26599
2020,7.539110000000001
2019,6.86388
2021,7.478839999999999
1997,6.0353699999999995
2016,6.23506
2000,5.82449
2019,7.0881
2016,7.31808
1987,5.31849
2002,6.45616
2020,7.1798
1991,7.76507
2013,5.616630000000001
2009,5.80158
2012,6.01135
2015,7.130139999999999
1973,6.560960000000001
2013,5.54726
2014,5.89007
2021,7.43427
1999,6.600689999999999
1995,6.8013699999999995
2021,6.802230000000001
2021,6.89318
2010,6.469519999999999
1990,5.98116
2001,5.59486
2019,6.471509999999999
1991,6.668839999999999
2003,4.530819999999999
2003,5.5328800000000005
2018,6.6246
1978,7.30651
2012,6.71397
2018,6.60445
2015,8.07877
2011,6.0130099999999995
2015,5.717630000000001
2011,6.74315
2003,6.94445
2018,6.49268
2009,5.825480000000001
2002,4.55278
2004,6.52241
2014,6.21517
1996,6.32966
2009,6.7277
2019,8.4041
2016,6.391030000000001
2019,6.01218
2000,7.3931
1993,6.975860000000001
2000,5.60034
2004,5.5282800000000005
2013,6.375380000000001
2021,6.37297
2017,5.29448
2015,5.8913400000000005
2007,7.10752
2004,6.687239999999999
2003,6.2731
2009,5.6091
2016,7.3179
1999,8.16644
2018,6.3293099999999995
1999,7.807930000000001
2016,6.40621
2011,6.1231
1998,5.99214
2015,6.5281400000000005
2018,6.955019999999999
1976,5.0319400000000005
2005,7.04938
1987,6.04345
2009,5.711180000000001
1990,6.7
2014,6.49792
2014,6.39243
1990,6.31458
2015,6.565689999999999
1992,6.7645800000000005
2018,6.6585399999999995
2017,6.868339999999999
1994,7.03229
2006,5.5559400000000005
2014,6.09495
2012,6.07646
2007,5.92269
2004,5.734719999999999
2010,5.9084
2019,6.8754
2007,6.046880000000001
1993,6.86667
2011,5.66236
2000,5.435
2015,6.7928
2010,6.953469999999999
2018,6.51475
2019,6.6434
1996,6.25133
2013,5.9490300000000005
2015,6.31905
1984,5.07423
1986,5.57276
1988,6.43889
2007,6.18021
2008,5.90594
2019,8.439789999999999
1977,5.54063
2013,6.2412
1956,5.18179
2017,5.7928
2005,6.9035
2014,6.44615
2019,6.87098
2019,6.711539999999999
1978,7.72681
1991,6.72469
2016,7.0535
2016,7.500089999999999
2014,5.55664
2005,7.80329
2019,6.02924
2019,6.68302
2014,6.914219999999999
2015,6.00629
1995,7.614139999999999
2011,6.18846
2010,6.4332199999999995
2012,5.782430000000001
2004,7.8673
2007,6.841889999999999
2014,7.92657
2019,6.96701
2008,5.82294
2004,5.52378
2021,8.05172
2020,6.98465
2005,6.88042
2001,4.7507
2016,6.92357
2005,6.067480000000001
2017,6.772660000000001
2009,7.35354
2013,6.24993
2016,6.7518199999999995
1975,6.274830000000001
2016,5.53897
2015,7.06893
2004,5.571680000000001
2012,6.94424
2019,7.046360000000001
2017,6.0038800000000005
1992,7.03556
1998,6.005330000000001
2008,6.04096
2000,6.14155
1988,5.58169
2005,5.8316300000000005
2015,7.09474
2020,6.931039999999999
2006,5.23169
2014,6.9440100000000005
2010,6.30035
2021,6.85894
2010,5.67092
2001,6.0164800000000005
2018,6.72542
2022,7.98089
2008,5.82916
2006,6.33969
2016,6.873589999999999
1983,5.8831
2014,6.38761
2020,8.16042
2001,6.01725
2007,5.87782
2016,6.03252
2019,7.240139999999999
1997,5.33028
2008,5.9238
2005,6.748239999999999
2013,6.2669
2017,7.18732
2007,4.86901
2019,7.04542
2014,7.21564
2019,8.7908
2018,6.004230000000001
2015,6.5250699999999995
2014,5.87317
2021,6.932639999999999
2001,6.897539999999999
2005,6.78085
2017,7.49401
1972,4.8268
2016,5.81237
1981,6.3617
2020,6.88439
2009,6.89007
1975,4.92837
2018,6.780189999999999
1988,4.4432599999999995
2020,7.0627699999999995
2019,6.189430000000001
2011,5.9595
1991,5.51539
2020,7.1574
2009,5.4021300000000005
2018,6.90993
2019,6.6276600000000006
2017,7.2383
2018,6.398569999999999
2003,6.59284
2018,7.45465
2015,6.89823
2000,6.2489300000000005
2004,5.841130000000001
2013,6.30766
2015,6.37441
2000,5.55887
2008,6.978439999999999
2013,7.435110000000001
2017,7.21535
2011,7.20638
2021,7.32142
1997,5.71241
2020,6.85893
1994,5.62078
1992,6.06596
2002,5.16524
2014,6.18546
1989,4.28986
2000,6.63192
2018,5.406969999999999
2015,6.19194
2015,6.10775
2009,5.14291
2020,8.06312
2008,6.03181
1975,5.54319
2012,5.9702
1979,5.8656
2017,6.811780000000001
2020,7.13408
2015,6.411569999999999
1994,6.50044
2015,5.379569999999999
2015,6.40607
2016,7.22036
1995,6.30071
1999,5.344930000000001
2016,4.92036
2020,8.17107
2006,5.74857
1992,7.051139999999999
2020,6.78
2008,5.71986
2019,6.75748
1980,6.641789999999999
2016,6.9817800000000005
2016,5.65043
2019,6.66402
2018,7.1471100000000005
2020,7.846430000000001
2022,8.04981
2017,6.265
2000,5.25143
2016,7.55664
2016,6.88783
2016,6.29321
2016,6.99443
1971,4.74714
1994,6.585710000000001
1968,6.511430000000001
2015,6.813689999999999
2016,6.6180699999999995
2007,5.219930000000001
2021,7.33369
2006,6.56043
2011,5.6542900000000005
2015,7.31292
1977,5.7139999999999995
2020,7.26893
2017,6.8099300000000005
2002,6.71029
2009,5.971430000000001
2006,5.7066300000000005
1992,4.47727
2005,4.95408
1975,7.17857
2016,6.660260000000001
2015,3.34712
2012,5.983169999999999
2014,6.17662
2016,6.30288
1997,6.71439
2009,5.77489
2020,8.564910000000001
2008,6.14388
2016,6.27475
2003,6.4565
1985,7.52482
2014,5.7453199999999995
2002,5.51703
2016,6.05094
2017,6.726039999999999
2019,6.77263
1999,6.04029
2018,8.57194
2010,7.29065
2005,5.87323
2016,5.75165
1991,6.28906
1984,5.61511
2021,7.958310000000001
2006,5.66036
2009,7.63223
2012,6.3021400000000005
2011,6.00101
2004,6.5005
2014,6.759860000000001
2018,8.59065
2017,7.124460000000001
2001,5.84529
2015,7.36315
2015,5.61447
2008,6.16295
2014,6.428780000000001
2013,7.67453
2020,6.9447
2018,5.48669
2019,5.29245
2001,4.81268
2011,5.90072
2020,6.941260000000001
2011,5.79058
2012,7.84783
2012,5.9558
2020,7.601430000000001
2017,6.783919999999999
1983,6.8876800000000005
2019,6.02761
2021,8.53571
2021,7.96413
2011,5.5029
2008,7.0692
2018,8.13065
2018,6.44048
2014,5.73029
1990,5.44493
2015,5.63877
1987,6.16159
1967,4.8551400000000005
2019,6.7173300000000005
2013,6.06848
2010,6.16087
1999,5.903969999999999
2019,6.8208
2017,6.94803
2018,7.72878
2021,7.24597
1992,4.7053
2010,5.67572
2009,5.7
2011,5.42896
2018,6.83145
2008,5.10493
2021,7.95051
2017,6.68507
2019,6.76072
1975,4.08734
2019,8.59883
2012,5.80535
2013,5.0416099999999995
2013,5.93599
2004,6.95708
1987,6.21715
1983,5.20803
2016,6.2036
2020,8.237919999999999
2004,5.81292
1994,5.38175
1998,5.76175
1982,4.37106
2021,7.826280000000001
2007,7.80876
2007,7.2569300000000005
2021,7.6555100000000005
2010,5.9665
2019,6.14584
1987,6.59559
1977,4.96898
2013,4.73431
2009,4.8743099999999995
2020,6.44183
2014,6.50759
2013,5.84708
2011,4.41774
2016,6.8092
2016,6.55899
2015,5.79674
1992,7.71022
2018,8.55401
2008,6.209309999999999
2017,7.158760000000001
2008,5.78257
2004,6.21095
2014,5.60248
2018,5.7665
2000,7.08869
1986,5.975
2017,6.2557
2005,7.4661800000000005
1993,5.9
2006,6.787719999999999
2013,7.15578
2020,7.425739999999999
2004,5.36029
2007,5.38202
1992,5.81044
2019,8.38787
2006,6.71272
1989,6.52316
1993,5.74632
2017,6.653160000000001
2015,6.7219
1992,6.23419
1977,6.30162
2016,6.06596
1991,6.18419
2013,5.075740000000001
2003,5.81489
1994,6.99485
2015,6.59743
2009,5.36985
2012,5.58162
2004,6.37169
1974,5.76029
2011,8.294889999999999
2014,6.1234
2009,5.20653
2013,7.84537
2010,5.4816199999999995
2017,5.95685
2010,6.745589999999999
2013,6.88397
2012,6.00294
2018,8.47978
2008,5.93882
2017,7.85037
2005,5.684740000000001
2010,7.92059
2019,5.14171
2015,6.9036
1982,7.44485
1997,6.38889
2017,6.22741
1981,6.225630000000001
2016,7.59057
2018,8.17354
2021,8.254480000000001
2018,8.08163
2013,6.40699
2003,5.03037
2005,5.3044400000000005
2015,8.03333
2012,4.86526
2006,6.62333
2016,7.02427
2003,6.16067
2021,7.82487
2016,6.1063
2017,6.353330000000001
2014,6.44044
2002,5.6783
2013,6.081259999999999
1994,6.1379
2017,6.830369999999999
2012,5.55852
2001,7.48089
1999,5.72889
2000,5.81407
2020,7.28647
2016,6.682589999999999
2006,5.6537
2017,7.35993
2012,5.7616
2009,6.011480000000001
2017,7.97185
1975,5.5937
2015,6.55087
2012,6.655189999999999
2012,5.6340699999999995
2017,5.96005
1999,5.71333
2020,7.3787199999999995
2012,5.98433
1989,4.7515
1983,5.95731
2000,6.14291
2005,5.88042
2020,8.54739
1989,5.58097
1989,7.251119999999999
2019,8.60224
1973,6.14403
2006,4.5847
2010,8.14604
2008,6.16119
2015,6.33093
2018,5.69701
2010,5.74925
1986,6.84627
2011,5.3379900000000005
2007,4.7636
2011,5.93881
2020,7.39478
1977,5.64
2005,5.48806
2011,7.456519999999999
2020,7.0282800000000005
2007,5.9394800000000005
2021,7.92652
2017,6.8102800000000006
2019,6.823169999999999
2020,7.22134
2010,5.45119
1986,5.124630000000001
1986,4.35724
1994,7.187689999999999
2016,6.24582
2019,6.35303
2019,6.40597
2017,7.3709
2015,6.26405
1992,5.36955
1997,5.24768
1966,6.49549
2021,6.554189999999999
2014,7.67895
1980,5.77949
2012,5.34689
2010,5.84195
2012,6.30301
2017,7.38985
1993,5.7541400000000005
1992,7.056769999999999
1993,6.35301
2012,5.88722
2007,5.51818
2014,6.3390699999999995
2005,4.52364
1987,5.69203
2019,5.98383
2020,7.153230000000001
2017,6.25977
2014,5.59377
2016,7.526660000000001
2020,7.2131300000000005
2018,6.854210000000001
2004,5.99135
2015,6.32008
2021,7.3970199999999995
2021,6.68697
2020,7.665789999999999
2006,5.308269999999999
2014,7.006010000000001
2018,6.84552
1985,6.37075
2010,6.17767
2018,6.81495
2018,6.23872
2016,6.36203
1979,6.440980000000001
2020,7.14
2016,6.81606
2002,6.53446
2014,7.391839999999999
1979,7.23371
1994,6.312119999999999
2006,5.74697
2021,7.356210000000001
1972,5.39955
2019,7.4992399999999995
1998,4.703790000000001
2020,8.166960000000001
1978,5.99894
2019,8.481819999999999
1992,6.185230000000001
1968,6.23053
2003,5.5025
2007,4.59662
2021,7.921060000000001
1981,7.06894
2003,5.67807
2018,5.87514
2016,6.019019999999999
2008,6.0898699999999995
1999,5.1708300000000005
2018,7.215380000000001
1974,6.34356
1981,6.64773
1994,4.1314400000000004
2014,6.72045
2015,6.7
2017,7.428030000000001
2012,5.88258
2013,6.20629
1998,5.87424
2015,6.82758
2004,6.68288
2018,7.20303
2010,5.34811
2021,8.14828
2003,6.868180000000001
2014,8.05758
2008,6.0944400000000005
2020,6.94101
2004,7.27614
2013,6.00303
1996,5.39508
2020,8.1
1965,5.00229
2021,6.1433
2017,4.98099
2012,6.15916
2019,7.77537
1983,5.41031
1977,7.42824
2020,7.10733
2021,7.30191
1998,3.9005099999999997
2014,6.74573
2012,5.83343
1986,6.10229
2017,6.82388
2010,7.0557300000000005
2016,5.79891
2015,6.29557
1990,5.8271
1981,5.72023
2008,7.07748
1991,6.40114
1984,6.2390099999999995
2010,5.53916
1999,5.8310699999999995
2011,6.14351
2014,5.45023
2022,7.83189
1988,6.006869999999999
2020,7.2378
2013,6.15077
2015,5.94015
2011,6.1613
1999,5.89771
2010,8.00462
2008,7.697710000000001
2020,7.380610000000001
2018,6.4515400000000005
2006,5.77311
1985,6.3665400000000005
2007,7.0826899999999995
2016,6.796460000000001
2015,6.34
2016,6.45538
2017,6.733460000000001
1985,4.936
1981,6.66308
2018,6.5324599999999995
1975,6.21692
2017,5.70682
2017,6.83892
2016,5.763380000000001
1959,5.29962
2018,6.32178
2010,5.295380000000001
1990,7.32885
2008,6.52308
1987,5.742000000000001
2017,5.99654
1988,4.28908
2014,7.13231
1973,5.76769
2012,6.27631
2011,6.80885
2004,3.6743099999999997
1974,4.75922
2014,5.52923
2020,6.52131
2012,6.174930000000001
2015,6.5746199999999995
1977,5.35078
2020,7.1907
2005,5.5086699999999995
2020,7.9001600000000005
2011,5.46204
1981,5.2431
2016,6.99109
2015,7.318289999999999
2006,5.25116
2017,6.15155
2017,6.67192
2005,5.95078
2004,6.66868
2017,6.88209
1981,5.01512
2006,5.99884
2017,7.525580000000001
2021,6.818219999999999
2018,8.14264
1992,6.46279
1992,5.65992
2014,6.3814
2018,6.49257
2011,6.33062
1977,6.56163
2020,6.8273600000000005
2016,6.866510000000001
2011,5.71612
2014,5.92174
2016,6.32261
2012,6.02907
2004,4.6749
2021,6.0007
1970,6.56727
2017,6.8378
1993,6.10426
1976,5.79225
2020,6.793489999999999
2014,6.626360000000001
1996,4.55047
2020,8.41527
1993,6.56589
2012,5.6631800000000005
2016,5.83853
2012,5.90543
2006,7.27442
2005,5.66664
2017,6.226430000000001
2008,7.61602
2016,6.58305
1998,6.83828
1994,6.346480000000001
1994,4.211869999999999
2016,8.02305
1996,7.5693
2015,7.051880000000001
2008,7.5624199999999995
2011,6.88398
2021,8.23739
2020,5.33906
2001,5.57461
1991,4.91336
2006,6.06765
2011,6.21094
2012,5.61231
2016,6.344530000000001
2020,6.551880000000001
2007,5.72305
1995,5.2832
2013,5.65289
2010,7.41211
2014,6.06844
2018,6.72578
2020,5.84256
1987,7.06992
2021,6.85455
2017,6.23984
2017,6.22583
2010,7.65195
2006,6.24023
2021,7.0584
2011,5.240469999999999
2008,7.043360000000001
2018,5.32742
2010,4.524430000000001
2010,5.73367
1940,3.95813
2016,6.943339999999999
2015,6.71829
2010,6.1475800000000005
2019,6.85682
1994,5.81109
2020,7.33242
2005,7.99453
2004,5.9488199999999996
2014,7.024939999999999
2019,8.16772
1994,6.45354
2016,6.49535
2018,7.5237300000000005
2019,6.01625
2012,5.82205
2008,5.75394
2017,7.74016
1996,7.02323
1930,4.93465
2015,6.555510000000001
2013,6.44016
2001,5.7811
2016,7.82008
2010,7.03091
1995,6.89094
2009,5.66575
2019,6.5433900000000005
2021,6.85906
2016,6.845280000000001
2021,6.24331
2016,8.223230000000001
1973,6.19134
2021,7.49055
1974,5.86811
2014,6.69764
2006,6.1929099999999995
2013,7.1901600000000006
2021,6.78543
2011,5.6451199999999995
2013,6.758660000000001
2019,6.96945
2005,6.4663
2012,6.19567
1973,4.99213
2005,4.35
1994,6.273619999999999
2014,5.702030000000001
2020,7.353460000000001
2006,6.193309999999999
2020,6.19268
2012,6.1374
2021,6.9965399999999995
2007,5.2611
2000,6.55197
1992,6.692130000000001
1953,5.7003900000000005
1998,5.48091
1987,5.05276
2013,4.15717
2014,5.317480000000001
2016,6.20236
1999,6.117719999999999
2005,7.431889999999999
2012,5.51417
2015,5.98021
2018,8.045119999999999
2016,7.9137
1998,5.07362
2000,5.08254
1987,4.95516
1995,7.49564
2020,7.67558
2018,4.883369999999999
2019,8.73413
1976,5.42659
1988,5.7627
2015,5.89714
2014,5.82976
2014,5.90794
1975,5.02176
1983,6.89985
2016,6.15894
2020,6.72916
2013,6.50552
2021,8.11063
2010,7.999680000000001
2003,5.47738
2013,4.79175
2021,8.00516
2006,5.96746
2016,6.4219800000000005
1993,6.45865
2017,6.32857
2010,6.46286
2008,5.79524
2021,7.392860000000001
2009,4.66151
1977,6.44802
2021,7.945710000000001
2017,6.21024
2020,4.98492
1980,7.32937
1993,7.05635
1988,5.72936
1981,6.6734100000000005
1982,6.6754
2010,5.75135
2015,6.26865
2017,6.85595
2017,6.44206
1982,6.1577
1977,4.58865
2020,6.626589999999999
2005,7.337219999999999
2016,5.63483
2016,6.0944
2001,5.4816
2002,5.1212800000000005
2016,6.15585
2018,8.6944
1990,6.3352
2012,5.97968
1998,5.67903
1979,5.51536
2020,7.40528
2008,7.60704
2002,5.6836
2012,6.0872
2021,8.940719999999999
2012,6.21624
2018,6.7684
2015,6.579039999999999
2019,6.5232
2007,7.0204
2015,6.01152
2005,4.7316
1998,7.9476
2017,7.29272
1976,4.6712
2012,6.0952
1995,5.7368
2013,6.7184
1981,6.5368
2007,5.8036
2016,6.20731
2018,6.64668
2017,5.5712
2018,6.13784
1992,6.0356
2017,6.2064
2012,5.47339
2018,6.128369999999999
2015,5.89266
2014,5.65616
1981,5.85424
2014,5.572
1998,5.6444
2016,6.952000000000001
2018,7.0764
1994,6.33226
1999,7.0879
1979,7.12661
2021,8.372910000000001
2004,5.05403
2004,6.80806
1984,6.837339999999999
1994,6.21266
2012,6.142580000000001
2008,5.50444
2016,7.9931399999999995
2021,7.4546399999999995
2004,5.70823
2006,6.533869999999999
2016,6.12505
2017,7.8771
2014,5.675
2014,6.1024199999999995
2006,8.00645
1997,5.56936
2008,5.93581
1980,6.6371
2020,8.28468
2012,5.47379
2014,5.95161
2018,8.226939999999999
2010,6.13266
2007,6.7327699999999995
2015,5.92877
1936,4.86089
1988,6.1432
2018,6.759110000000001
2018,7.20062
2019,6.2379
1981,5.778630000000001
2007,6.0067699999999995
1974,5.975
2018,6.26855
2018,7.74758
2006,5.7948900000000005
1979,6.29919
2019,6.994439999999999
1991,5.31395
2015,7.6871
2012,6.36824
1992,6.123469999999999
2004,3.54536
2006,6.793089999999999
2008,4.5902400000000005
2000,5.952030000000001
1994,7.022760000000001
2012,6.10366
1980,6.14553
2018,7.975289999999999
1998,4.663930000000001
2008,6.0458
2015,6.817889999999999
2018,6.08772
2017,7.25813
2008,6.22195
2010,7.3313
2016,7.35306
1982,5.85203
2021,6.91423
2012,5.02683
2021,7.8394
2013,6.32854
2019,6.04512
2019,7.312760000000001
1996,5.88171
1990,6.32683
2015,5.5939
2009,7.847910000000001
1997,5.433330000000001
2018,6.92195
2005,5.64923
2015,7.4302399999999995
1996,6.13382
1998,7.96453
1997,5.19024
2010,6.826339999999999
2013,7.952030000000001
2020,7.1187
2006,6.01463
1992,5.83211
1994,5.3139
1975,7.80285
2005,6.419919999999999
1994,6.734960000000001
1938,5.4391099999999994
2017,7.24268
2017,5.97171
2019,6.78459
2010,5.36139
2015,6.65402
2020,6.794339999999999
2016,6.75082
2010,6.76803
2011,6.8487100000000005
2000,5.4738
2015,6.7859
2010,6.618469999999999
2012,5.40303
2014,5.31232
2006,3.75317
1989,6.5541
2019,6.36107
2012,6.7918
1989,6.22844
2013,6.42582
2004,7.95
2009,7.3407100000000005
2000,4.77951
2016,7.18514
2014,6.4631099999999995
2005,7.04795
2017,5.75171
2019,5.66967
2014,5.0564800000000005
1979,5.69754
2018,6.4541
2018,7.940980000000001
1979,7.636889999999999
2012,6.39418
2022,7.37213
2014,7.51025
1993,5.049180000000001
2021,7.7263399999999995
2020,7.2368
2013,6.38508
2012,6.315980000000001
1968,4.96951
2019,5.83852
2019,6.41086
2005,6.309019999999999
1974,6.16689
2013,7.2041
2015,5.0225
2019,7.273060000000001
2004,4.65525
2017,8.098360000000001
2019,6.53074
1987,7.140160000000001
2016,6.30309
2010,5.06504
2010,6.18926
1973,5.85537
